ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,Russia,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
543,Pavel Sergeyevich Abramov,M,25,198,89,Russia,Russia,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
580,Svetlana Olegovna Abrosimova,F,28,188,77,Russia,Russia,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
583,Julien Absalon,M,23,180,68,France,France,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,M,27,180,68,France,France,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
629,William Accambray,M,24,194,104,France,France,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
832,Nicola Virginia Adams,F,29,164,51,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Gold
832,Nicola Virginia Adams,F,33,164,51,Great Britain,United Kingdom,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
837,Rachael Alexis Adams,F,26,188,81,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
849,Filip Kamil Adamski,M,29,189,87,Germany,Germany,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Great Britain,United Kingdom,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Great Britain,United Kingdom,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold
980,"Rebecca ""Becky"" Adlington",F,23,179,70,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
980,"Rebecca ""Becky"" Adlington",F,23,179,70,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,19,198,100,United States,United States of America,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,United States of America,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,United States of America,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,United States of America,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1071,Kseniya Dmitriyevna Afanasyeva,F,20,158,48,Russia,Russia,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
1131,Clarisse Agbegnenou,F,23,164,66,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
1173,Yannick Agnel,M,20,202,90,France,France,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
1173,Yannick Agnel,M,20,202,90,France,France,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1173,Yannick Agnel,M,20,202,90,France,France,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
1313,Robyn Mokihana Ah Mow-Santos,F,32,172,67,United States,United States of America,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
1356,Christian Ahlmann,M,29,189,80,Germany,Germany,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1356,Christian Ahlmann,M,41,189,80,Germany,Germany,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1444,"Christian ""Chris"" Ahrens",M,28,195,97,United States,United States of America,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
1481,Hannes Aigner,M,23,183,75,Germany,Germany,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
1498,"Charles Benedict ""Ben"" Ainslie",M,27,183,90,Great Britain,United Kingdom,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,31,183,90,Great Britain,United Kingdom,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,35,183,90,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
1649,Artur Kamilevich Akhmatkhuzin,M,28,187,79,Russia,Russia,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
1650,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,Russia,Russia,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
1682,Morolake Akinosun,F,22,163,61,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,athletics at the 2016 Summer Olympics – women's 4 × 100 metres relay,Gold
1683,Foluke Antinuke Akinradewo,F,24,191,79,United States,United States of America,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
1683,Foluke Antinuke Akinradewo,F,28,191,79,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Russia,Russia,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
1698,Khadzhimurat Magomedovich Akkayev,M,23,178,105,Russia,Russia,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
1730,Monica Aksamit,F,26,183,74,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
2306,Ruslan Vladimirovich Albegov,M,24,192,156,Russia,Russia,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,Russia,Russia,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2695,Nia Sifaatihii Ali,F,27,170,65,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
2735,Sergey Gennadyevich Alifirenko,M,45,168,72,Russia,Russia,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
2755,Aleksey Aleksandrovich Alipov,M,29,175,80,Russia,Russia,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Gold
2755,Aleksey Aleksandrovich Alipov,M,32,175,80,Russia,Russia,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,Bronze
2762,Margarita Sergeyevna Aliychuk,F,17,174,48,Russia,Russia,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
2874,Wyatt Allen,M,25,193,98,United States,United States of America,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2874,Wyatt Allen,M,29,193,98,United States,United States of America,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23,164,52,Russia,Russia,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Bronze
3093,Lutz Altepost,M,26,193,92,Germany,Germany,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
3672,milie Andol,F,28,170,97,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Gold
3792,Alyssa Jean Anderson,F,21,173,64,United States,United States of America,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
3797,Brett Franklin Anderson,M,20,193,104,United States,United States of America,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
3820,Haley Danita Anderson,F,20,178,68,United States,United States of America,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
3845,"Matthew John ""Matt"" Anderson",M,29,202,100,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
4240,Yekaterina Sergeyevna Andryushina,F,22,185,70,Russia,Russia,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
4320,Nadine Marejke Angerer,F,29,174,70,Germany,Germany,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
4447,Roman Sergeyevich Anoshkin,M,28,192,95,Russia,Russia,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
4466,Giselle Anne Ansley,F,24,176,73,Great Britain,United Kingdom,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
4505,Carmelo Kyan Anthony,M,20,203,109,United States,United States of America,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
4505,Carmelo Kyan Anthony,M,24,203,109,United States,United States of America,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,28,203,109,United States,United States of America,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,32,203,109,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
4515,"Michael E. ""Mike"" Anti",M,40,173,73,United States,United States of America,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
4577,Semyon Sergeyevich Antonov,M,23,202,97,Russia,Russia,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze
4613,Nataliya Nikolayevna Antyukh,F,23,182,69,Russia,Russia,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,Bronze
4613,Nataliya Nikolayevna Antyukh,F,23,182,69,Russia,Russia,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4613,Nataliya Nikolayevna Antyukh,F,31,182,69,Russia,Russia,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Gold
4613,Nataliya Nikolayevna Antyukh,F,31,182,69,Russia,Russia,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4675,Nikolay Sergeyevich Apalikov,M,29,203,105,Russia,Russia,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
4928,Katie Louise Archibald,F,22,178,70,Great Britain,United Kingdom,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
5102,Anna Valeryevna Arkhipova,F,31,176,63,Russia,Russia,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23,168,55,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
5152,"Elizabeth ""Betsey"" Armstrong",F,25,188,77,United States,United States of America,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
5152,"Elizabeth ""Betsey"" Armstrong",F,29,188,77,United States,United States of America,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
5167,Kristin Ann Armstrong (-Savola),F,34,173,58,United States,United States of America,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,38,173,58,United States,United States of America,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,42,173,58,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
5198,Judith Arndt,F,28,173,59,Germany,Germany,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver
5198,Judith Arndt,F,36,173,59,Germany,Germany,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
5218,Clemens Arnold,M,25,183,87,Germany,Germany,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
5233,Virginie Arnold,F,28,155,50,France,France,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze
5298,"Jacob Joseph ""Jake"" Arrieta",M,22,193,102,United States,United States of America,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
5306,Christine Arron,F,30,177,64,France,France,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
5353,Yevgeniya Viktorovna Artamonova-Estes,F,29,191,75,Russia,Russia,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
5363,"Alexander Vladimirovich ""Sasha"" Artemev",M,22,168,NA,United States,United States of America,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
5366,Olga Dmitriyevna Arteshina,F,21,191,78,Russia,Russia,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
5542,"Geraldina Rachel ""Dina"" Asher-Smith",F,20,164,55,Great Britain,United Kingdom,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
5934,Sandra Auffarth,F,25,170,57,Germany,Germany,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
5934,Sandra Auffarth,F,25,170,57,Germany,Germany,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
5934,Sandra Auffarth,F,29,170,57,Germany,Germany,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
5971,Seimone Delicia Augustus,F,24,183,74,United States,United States of America,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
5971,Seimone Delicia Augustus,F,28,183,74,United States,United States of America,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
5971,Seimone Delicia Augustus,F,32,183,74,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
5979,Apti Khamzatovich Aukhadov,M,19,178,85,Russia,Russia,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
6241,Camille Anas Ayglon-Saurina,F,31,180,66,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
6269,David Valeryevich Ayrapetyan,M,28,158,49,Russia,Russia,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,Bronze
6278,Sarah Lianne Ayton (-Dempsey),F,24,167,63,Great Britain,United Kingdom,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Gold
6278,Sarah Lianne Ayton (-Dempsey),F,28,167,63,Great Britain,United Kingdom,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold
6299,Yelena Yuryevna Azarova,F,31,165,64,Russia,Russia,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6317,"Anthony Lawrence ""Tony"" Azevedo",M,26,186,90,United States,United States of America,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
6343,Karina Borisovna Aznavuryan,F,29,170,59,Russia,Russia,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold
6346,Jrmie Azou,M,27,178,71,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
6389,Mehdi Abdelhafid Baala,M,29,183,65,France,France,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Bronze
6505,Bjrn Bach,M,28,195,92,Germany,Germany,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
6554,Sebastian Bachmann,M,25,182,71,Germany,Germany,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze
6556,Tina Bachmann,F,26,165,64,Germany,Germany,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
6561,Isabell Bachor,F,21,174,63,Germany,Germany,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze
6710,Bair Dorzhiyevich Badyonov,M,32,178,75,Russia,Russia,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,Bronze
6811,Julien Bahain,M,22,190,93,France,France,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
6906,Ryan Bailey,M,32,198,111,United States,United States of America,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
6922,"Timothy ""Tim"" Baillie",M,33,176,78,Great Britain-1,United Kingdom,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
6979,"Fatmire ""Lira"" Bajramaj (-Alushi)",F,20,170,58,Germany,Germany,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
7020,Kathleen Baker,F,19,173,68,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
7020,Kathleen Baker,F,19,173,68,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
7021,Keshia Chantay Baker (-Kirtz),F,24,170,62,United States,United States of America,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
7126,Georgiy Ruslanovich Balakshin,M,28,161,51,Russia,Russia,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,Bronze
7147,Roman Vladimirovich Balashov,M,27,192,96,Russia,Russia,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze
7277,Ashleigh Julia Ball,F,26,181,70,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
7283,Lloy James Ball,M,36,203,95,United States,United States of America,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
7347,Coralie Balmy,F,25,180,67,France,France,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
7590,Kayla Banwarth,F,27,178,70,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
7597,Bao Yingying,F,24,172,67,China,People's Republic of China,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver
7612,Carina Br,F,22,185,75,Germany,Germany,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
7612,Carina Br,F,26,185,75,Germany,Germany,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
7632,Xavier Barachet,M,23,195,95,France,France,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
7669,Sergey Andreyevich Baranov,M,23,208,94,Russia,Russia,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
7674,Yelena Viktorovna Baranova,F,32,192,80,Russia,Russia,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
7814,Brian David Barden,M,27,180,86,United States,United States of America,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
7884,Elinor Jane Barker,F,21,168,56,Great Britain,United Kingdom,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
7956,Harrison Bryce Jordan Barnes,M,24,203,102,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
8025,Thomas Gabriel Jrmie Baroukh,M,28,183,70,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
8027,Khasan Makharbekovich Baroyev,M,21,188,120,Russia,Russia,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
8027,Khasan Makharbekovich Baroyev,M,25,188,120,Russia,Russia,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
8088,Brigetta LaShea Barrett,F,21,183,64,United States,United States of America,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29,166,53,United States,United States of America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
8299,Laura Bartlett,F,24,169,63,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
8304,"Christopher Roger ""Chris"" Bartley",M,28,178,72,Great Britain,United Kingdom,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8343,Alison Bartosik,F,21,172,64,United States,United States of America,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
8343,Alison Bartosik,F,21,172,64,United States,United States of America,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8364,Saskia Bartusiak,F,33,170,60,Germany,Germany,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
8386,Anastasiya Vladimirovna Baryshnikova,F,21,173,67,Russia,Russia,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
8417,Dimitri David Bascou,M,29,181,80,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
8607,Vitalina Igorevna Batsarashkina,F,19,162,60,Russia,Russia,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,F,33,184,82,Russia,Russia,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
8655,Mavlet Alavdinovich Batyrov,M,20,160,60,Russia,Russia,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
8655,Mavlet Alavdinovich Batyrov,M,24,160,60,Russia,Russia,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
8672,Mathieu Albert Daniel Bauderlique,M,27,185,81,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
8715,Robert Bauer,M,21,183,76,Germany,Germany,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
8729,Grgory Benot Baug,M,23,181,100,France,France,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
8729,Grgory Benot Baug,M,27,181,100,France,France,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Sprint,Silver
8729,Grgory Benot Baug,M,27,181,100,France,France,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Silver
8729,Grgory Benot Baug,M,31,181,100,France,France,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze
8811,Markus Baur,M,33,190,88,Germany,Germany,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
8818,"Dorothy Lee ""Dotsie"" Bausch (Cowden-)",F,39,175,59,United States,United States of America,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver
8823,Olivier Bausset,M,26,180,69,France,France,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Bronze
8848,Myriam milie Baverel,F,23,174,70,France,France,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Silver
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,United States of America,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,United States of America,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver
